Date,Open,High,Low,Close,Adj Close,Volume
2017-02-01,196.429993,205.690002,194.130005,204.210007,204.210007,0
2017-03-01,204.210007,204.559998,193.199997,200.020004,200.020004,0
2017-04-01,200.020004,206.869995,199.369995,200.690002,200.690002,0
2017-05-01,200.690002,202.919998,196.000000,199.960007,199.960007,0
2017-06-01,199.960007,207.350006,199.190002,202.630005,202.630005,0
2017-07-01,202.630005,205.860001,197.000000,204.750000,204.750000,0
2017-08-01,204.750000,206.169998,199.449997,205.580002,205.580002,0
2017-09-01,205.580002,208.529999,201.050003,203.029999,203.029999,0
2017-10-01,203.029999,207.559998,199.839996,202.369995,202.369995,0
2017-11-01,202.429993,209.789993,202.270004,207.240005,207.240005,0
2017-12-01,207.240005,210.229996,202.350006,205.570007,205.570007,0
2018-01-01,205.570007,205.919998,194.770004,198.660004,198.660004,0
2018-02-01,198.660004,199.350006,180.369995,184.300003,184.300003,0
2018-03-01,184.300003,191.779999,181.740005,189.809998,189.809998,0
2018-04-01,189.809998,191.889999,184.979996,190.470001,190.470001,0
2018-05-01,190.470001,198.080002,188.970001,196.289993,196.289993,0
2018-06-01,196.720001,204.259995,196.279999,203.259995,203.259995,0
2018-07-01,203.259995,207.419998,199.740005,204.679993,204.679993,0
2018-08-01,204.500000,210.809998,202.490005,209.039993,209.039993,0
2018-09-01,209.490005,209.669998,200.039993,202.000000,202.000000,0
2018-10-01,203.130005,203.330002,190.850006,199.770004,199.770004,0
2018-11-01,197.500000,205.229996,194.559998,204.740005,204.740005,0
2018-12-01,205.830002,208.899994,180.869995,187.600006,187.600006,0
2019-01-01,188.429993,209.330002,183.750000,208.970001,208.970001,0
2019-02-01,209.649994,213.600006,205.639999,211.710007,211.710007,0
2019-03-01,210.210007,218.470001,207.399994,217.279999,217.279999,0
2019-04-01,217.699997,220.330002,210.059998,217.440002,217.440002,0
2019-05-01,217.190002,221.330002,213.020004,217.600006,217.600006,0
2019-06-01,217.130005,228.429993,215.229996,219.960007,219.960007,0
2019-07-01,219.179993,227.460007,216.229996,223.729996,223.729996,0
2019-08-01,222.350006,230.460007,218.740005,229.380005,229.380005,0
2019-09-01,229.389999,234.449997,227.020004,233.199997,233.199997,0
2019-10-01,232.820007,238.160004,228.360001,235.179993,235.179993,0
2019-11-01,235.179993,236.139999,225.740005,231.500000,231.500000,0
2019-12-01,231.500000,231.990005,222.830002,231.679993,231.679993,0
2020-01-01,231.679993,239.830002,227.059998,234.639999,234.639999,0
2020-02-01,234.639999,248.479996,211.460007,217.619995,217.619995,0
2020-03-01,217.619995,235.339996,137.729996,170.979996,170.979996,0
2020-04-01,170.979996,195.820007,153.880005,186.110001,186.110001,0
2020-05-01,186.110001,192.539993,162.250000,188.919998,188.919998,0
2020-06-01,188.919998,212.350006,184.789993,192.949997,192.949997,0
2020-07-01,192.949997,201.729996,188.009995,199.929993,199.929993,0
2020-08-01,199.929993,205.139999,194.839996,200.330002,200.330002,0
2020-09-01,200.240005,206.020004,185.990005,194.710007,194.710007,0
2020-10-01,194.039993,205.570007,185.360001,186.869995,186.869995,0
2020-11-01,187.600006,214.240005,187.600006,205.539993,205.539993,0
2020-12-01,205.589996,211.389999,203.190002,209.110001,209.110001,0
2021-01-01,209.940002,214.630005,200.529999,209.289993,209.289993,0
2021-02-01,209.389999,224.429993,208.279999,218.009995,218.009995,0
2021-03-01,215.529999,229.199997,207.660004,228.479996,228.479996,0
2021-04-01,225.990005,243.509995,225.990005,242.600006,242.600006,0
2021-05-01,243.419998,245.440002,232.500000,245.440002,245.440002,0
2021-06-01,245.009995,259.299988,245.009995,251.389999,251.389999,0
2021-07-01,250.429993,263.609985,249.660004,261.149994,261.149994,0
2021-08-01,260.170013,265.470001,256.730011,265.200012,265.200012,0
2021-09-01,265.429993,270.929993,249.380005,251.059998,251.059998,0
2021-10-01,248.880005,268.730011,247.020004,266.369995,266.369995,0
2021-11-01,265.820007,273.040009,263.339996,265.290009,265.290009,0
2021-12-01,262.070007,286.279999,258.119995,286.279999,286.279999,0
2022-01-01,284.609985,285.220001,248.789993,262.440002,262.440002,0
2022-02-01,262.440002,264.700012,240.759995,250.970001,250.970001,0
2022-03-01,251.910004,273.059998,249.580002,271.380005,271.380005,0
2022-04-01,267.690002,279.480011,261.220001,261.600006,261.600006,0
2022-05-01,256.540009,257.950012,230.440002,245.119995,245.119995,0
2022-06-01,245.119995,246.440002,214.679993,228.050003,228.050003,0
2022-07-01,225.740005,246.160004,221.820007,245.270004,245.270004,0
2022-08-01,245.270004,252.809998,230.820007,230.820007,230.820007,0
2022-09-01,230.460007,233.059998,226.929993,228.559998,228.559998,0
2022-09-02,230.770004,233.059998,227.199997,227.649994,227.649994,0
